,t1,t2,rel
2813,spawar,naval warfare,synonym
2814,counter insurgency,coin,synonym
2815,counter insurgency,counter terrorism,sibling
2816,coin,counter insurgency,synonym
2817,coin,ct,sibling
2818,persistent wide area surveillance,pwas,synonym
2819,pwas,persistent wide area surveillance,synonym
2820,cross sections,flow velocity,sibling
2821,flow velocity,cross sections,sibling
2822,model based systems engineering,mbse,synonym
2823,mbse,model based systems engineering,synonym
2824,cas,close air support,synonym
2825,cas,uav,sibling
2826,cas,control augmentation system,synonym
2827,cas,command augmentation system,synonym
2828,close air support,cas,synonym
2829,flight tests,wind tunnel tests,sibling
2830,wind tunnel tests,flight tests,sibling
2831,architecture description languages,adl,synonym
2832,architecture description languages,adls,synonym
2833,adl,architecture description languages,synonym
2834,adl,architecture description language,synonym
2835,local law enforcement agencies,lea,synonym
2836,lea,local law enforcement agencies,synonym
2837,helmet mounted display,hmd,synonym
2838,hmd,helmet mounted display,synonym
2839,hmd,head mounted displays,synonym
2840,short range communications,dsrc,synonym
2841,dsrc,short range communications,synonym
2842,dsrc,dedicated short range communication,synonym
2843,very shallow water,vsw,synonym
2844,vsw,very shallow water,synonym
2845,electro optical infrared,eo/ir,synonym
2846,eo/ir,electro optical infrared,synonym
2847,fixed wing search and rescue,fwsar,synonym
2848,fwsar,fixed wing search and rescue,synonym
2849,drone powered solutions,dps,synonym
2850,dps,drone powered solutions,synonym
2851,dps,public safety,synonym
2852,irobot corporation,cmu,sibling
2853,cmu,irobot corporation,sibling
2854,cmu,control monitor unit,synonym
2855,multi spectral,hyper spectral imaging,sibling
2856,multi spectral,hyper spectral,sibling
2857,hyper spectral imaging,multi spectral,sibling
2858,ground truth,remote sensing,sibling
2859,ground truth,leaf area index,ancestor
2860,ground truth,ground control points,synonym
2861,selex galileo selex sistemi integrati sensefly,parrot group,synonym
2862,parrot group,selex galileo selex sistemi integrati sensefly,synonym
2863,ace drone services llc,ads,synonym
2864,police department,gcpd,synonym
2865,police department,nypd,synonym
2866,gcpd,police department,synonym
2867,northrup grumman,noc,synonym
2868,noc,northrup grumman,synonym
2869,noc,network operations center,synonym
2870,noc,northrop grumman,synonym
2871,uav platforms,quad copter,ancestor
2872,quad copter,rc,sibling
2873,ardupilot mega,apm,synonym
2874,exploration aerial vehicle,eav,synonym
2875,eav,exploration aerial vehicle,synonym
2876,system center configuration manager,sccm,synonym
2877,sccm,system center configuration manager,synonym
2878,direct sequence spread spectrum,dsss,synonym
2879,dsss,direct sequence spread spectrum,synonym
2880,precision departure release capability,pdrc,synonym
2881,pdrc,precision departure release capability,synonym
2882,infrastructure monitoring,search and rescue,sibling
2883,infrastructure monitoring,drone deliveries,sibling
2884,infrastructure monitoring,precision agriculture,sibling
2885,support vector machine,svm,synonym
2886,svm,support vector machine,synonym
2887,non line of sight,nlos,synonym
2888,nlos,non line of sight,synonym
2889,nlos,non line of site,synonym
2890,digital elevation maps,dems,synonym
2891,jiankun an unmanned aerial vehicle,uav,synonym
2892,status displays nasa technical reports server,ntrs,synonym
2893,local stakeholders,national disaster management organizations,ancestor
2894,syracuse university,centerstate ceo,sibling
2895,syracuse university,nuair alliance,sibling
2896,syracuse university,nasa,ancestor
2897,syracuse university,empire state development,sibling
2898,centerstate ceo,syracuse university,sibling
2899,centerstate ceo,empire state development,sibling
2900,centerstate ceo,nasa,ancestor
2901,centerstate ceo,nuair alliance,sibling
2902,contract disputes,product liability,sibling
2903,product liability,contract disputes,sibling
2904,product liability,construction site,sibling
2905,european rpas steering group,ersg,synonym
2906,ersg,european rpas steering group,synonym
2907,reconnaissance node,tern,synonym
2908,xhtml,xml,sibling
2909,xhtml,html,sibling
2910,controls analysis nasa technical reports server,ntrs,synonym
2911,electro optics,elop,synonym
2912,elop,electro optics,synonym
2913,image analysis,ndvi,ancestor
2914,image analysis,sam,ancestor
2915,image analysis,anomaly detection,ancestor
2916,technical architecture group,tag,synonym
2917,tag,technical architecture group,synonym
2918,due regard radar,drr,synonym
2919,drr,due regard radar,synonym
2920,drr,deployment readiness review,synonym
2921,digital terrain map,dtm,synonym
2922,dpr,random access memory,synonym
2923,streaming video,signal intelligence,ancestor
2924,signal intelligence,sigint,synonym
2925,international security assistance force,isaf,synonym
2926,isaf,international security assistance force,synonym
2927,plug n play,pnp,synonym
2928,pnp,plug n play,synonym
2929,derived digital terrain model,dtm,synonym
2930,human activity,climate change,ancestor
2931,envision unmanned air vehicles,uav,synonym
2932,lightning launch commit criteria,llcc,synonym
2933,llcc,lightning launch commit criteria,synonym
2934,mobile devices,search terms stats,sibling
2935,mobile devices,referring urls,sibling
2936,search terms stats,mobile devices,sibling
2937,search terms stats,referring urls,sibling
2938,certificates of authorizations,coas,synonym
2939,small business innovative research,sbir,synonym
2940,severe weather,lightning flashes,ancestor
2941,unmanned aerospace systems,uas,synonym
2942,virginia space grant consortium,vsgc,synonym
2943,vsgc,virginia space grant consortium,synonym
2944,multiple flight modes,pilot mode,ancestor
2945,multiple flight modes,selfie mode,ancestor
2946,multiple flight modes,flight planning,ancestor
2947,pilot mode,selfie mode,sibling
2948,nuair alliance,syracuse university,sibling
2949,nuair alliance,centerstate ceo,sibling
2950,nuair alliance,nasa,ancestor
2951,nuair alliance,empire state development,sibling
2952,airworthiness assurance ndi validation center,aanc,synonym
2953,aanc,airworthiness assurance ndi validation center,synonym
2954,aanc,national labs airworthiness assurance ndi center,synonym
2955,aanc,faa airworthiness assurance ndi validation center,synonym
2956,bbc,cnn,sibling
2957,bbc,financial times,sibling
2958,bbc,foreign policy,sibling
2959,asia pacific,taiwan office,synonym
2960,taiwan office,asia pacific,synonym
2961,lightning mapper sensor,lms,synonym
2962,lms,lightning mapper sensor,synonym
2963,lms,learning management systems,synonym
2964,lms,learning management system,synonym
2965,military training routes,mtrs,synonym
2966,mtrs,military training routes,synonym
2967,department of defence,dod,synonym
2968,remotely piloted vehicles,rpv,synonym
2969,remotely piloted vehicles,rpvs,synonym
2970,rms,remote manipulator system,synonym
2971,remote manipulator system,rms,synonym
2972,global navigational satellite systems,gnss,synonym
2973,single sign on,sso,synonym
2974,sso,single sign on,synonym
2975,sso,spatial standard observer,synonym
2976,pan pacific uas test range complex,pputrc,synonym
2977,pputrc,pan pacific uas test range complex,synonym
2978,gps receiver,mpe s type ii,synonym
2979,mpe s type ii,gps receiver,synonym
2980,empire state development,nasa,ancestor
2981,empire state development,centerstate ceo,sibling
2982,empire state development,nuair alliance,sibling
2983,empire state development,syracuse university,sibling
2984,universal ground control station,ugcs,synonym
2985,ugcs,universal ground control station,synonym
2986,ugcs,ground control station,synonym
2987,ugcs,unified ground control station,synonym
2988,independent press standards organisation,ipso,synonym
2989,ipso,independent press standards organisation,synonym
2990,ipso,incremental particle swarm optimizer,synonym
2991,plume monsoon experiment,capmex,synonym
2992,capmex,plume monsoon experiment,synonym
2993,capmex,cheju abc plume asian monsoon experiment,synonym
2994,automatic aerial triangulation,aat,synonym
2995,aat,automatic aerial triangulation,synonym
2996,aat,autonomous air taxi,synonym
2997,nbtc,local police,sibling
2998,local police,nbtc,sibling
2999,navigation design nasa technical reports server,ntrs,synonym
3000,simulated propellant loading system,spls,synonym
3001,spls,simulated propellant loading system,synonym
3002,building information models,bims,synonym
3003,bims,building information models,synonym
3004,minimally piloted vehicle,mpv,synonym
3005,mpv,minimally piloted vehicle,synonym
3006,korean aerospace industries,kai,synonym
3007,kai,korean aerospace industries,synonym
3008,kai,korea aerospace industries,synonym
3009,ipc,intelligent process control,synonym
3010,ipc,instrument proficiency check,synonym
3011,ipc,individual pitch control,synonym
3012,intelligent process control,ipc,synonym
3013,precise point positioning,ppp,synonym
3014,ppp,precise point positioning,synonym
3015,earth observation center,eoc,synonym
3016,eoc,earth observation center,synonym
3017,eoc,emergency operations center,synonym
3018,eoc,early operational capability,synonym
3019,north alabama lightning mapping array,nalma,synonym
3020,north alabama lightning mapping array,lma,synonym
3021,nalma,north alabama lightning mapping array,synonym
3022,precision agriculture,disaster relief,sibling
3023,precision agriculture,search and rescue,sibling
3024,precision agriculture,drone deliveries,sibling
3025,precision agriculture,infrastructure monitoring,sibling
3026,precision agriculture,pa,synonym
3027,precision agriculture,aerial imagery,sibling
3028,precision agriculture,package delivery,sibling
3029,precision agriculture,public safety,sibling
3030,precision agriculture,water management,sibling
3031,disaster relief,precision agriculture,sibling
3032,disaster relief,law enforcement,sibling
3033,disaster relief,environmental monitoring,sibling
3034,maximum horizontal compressive stress,mhcs,synonym
3035,mhcs,maximum horizontal compressive stress,synonym
3036,uas universal mission simulator,ums,synonym
3037,hot mix asphalt,hma,synonym
3038,hma,hot mix asphalt,synonym
3039,hma,hobby manufacturers association,synonym
3040,satellite based augmentation systems,sbas,synonym
3041,sbas,satellite based augmentation systems,synonym
3042,certificate authority,ca,synonym
3043,ca,certificate authority,synonym
3044,ca,bay area,synonym
3045,ca,long beach,synonym
3046,ca,united states,synonym
3047,atmospheric brown clouds,abcs,synonym
3048,abcs,atmospheric brown clouds,synonym
3049,model predictive control,nmpc,synonym
3050,model predictive control,mpc,synonym
3051,nmpc,model predictive control,synonym
3052,genetic algorithms,ga,synonym
3053,pm uas,unmanned aircraft systems,synonym
3054,emergency response,law enforcement,sibling
3055,emergency response,geospatial information systems,sibling
3056,emergency response,fema,synonym
3057,emergency response,critical areas,ancestor
3058,three line camera,tlc,synonym
3059,tlc,three line camera,synonym
3060,symmetric multiprocessing,smp,synonym
3061,smp,symmetric multiprocessing,synonym
3062,unmanned areal vehicles,uav,synonym
3063,unmanned areal vehicles,uavs,synonym
3064,video surveillance,drone deliveries,sibling
3065,video surveillance,search and rescue,sibling
3066,video surveillance,railway inspections,sibling
3067,inter services intelligence,isi,synonym
3068,isi,inter services intelligence,synonym
3069,rare earth element,ree,synonym
3070,ree,rare earth element,synonym
3071,ree,rare earth elements,synonym
3072,ree,trace element,sibling
3073,business partners,but000,synonym
3074,but000,business partners,synonym
3075,moving map system,mms,synonym
3076,mms,moving map system,synonym
3077,mms,sms,sibling
3078,mms,mission management system,synonym
3079,advanced automation system,aas,synonym
3080,aas,advanced automation system,synonym
3081,aas,science degree,synonym
3082,huntsville operations support center,hosc,synonym
