RELATION,LEFTTERM,RIGHTTERM,COUNT
synonym,boston consulting group,BCG,1
synonym,remote desktop protocol,RDP,1
synonym,common platform enumeration,CPE,1
synonym,tri services standoff attack missile,TSSAM,1
synonym,service providers,USS,1
synonym,discrete fourier transform,DFT,1
sibling,powerful motors,headless mode,1
ancestor,b2b drone events,trade shows,1
ancestor,extra features,dslr cameras,1
sibling,government agencies,search and rescue,1
sibling,CTS,RTS,1
ancestor,industry standards,STANAG,1
ancestor,related fields,automated driving,1
synonym,white sands missile range,WSMR,1
synonym,service level agreements,SLA,1
synonym,sound exposure levels,SEL,1
synonym,pre commercial procurement,PCP,1
synonym,acoustic doppler velocimeter,ADV,1
ancestor,app stores,parrot ar,1
synonym,LCC,life cycle cost,1
synonym,unmanned arial vehicles,UAVs,1
synonym,dedicated short range communication,DSRC,1
sibling,content types,response codes,1
synonym,integrated resilient aircraft control,IRAC,1
synonym,lynx sar,synthetic aperture radar,1
synonym,flight restricted zone,FRZ,1
synonym,shure audio institute,SAI,1
synonym,airport community ecology,ACE,1
synonym,night vision goggle,NVG,1
ancestor,virtual pbx,virtual voicemail,1
synonym,jet bubbling reactor,JBR,1
synonym,post traumatic stress disorder,PTSD,1
ancestor,open source licenses,ASL,1
synonym,deep learning institute,DLI,1
synonym,silica saturated olivine tholeiite,SSOT,1
synonym,resource description framework,RDF,1
synonym,airborne tactical server,ATS,1
ancestor,fail safes,safety features,1
synonym,content based routing,CBR,1
synonym,ground station,GS,1
synonym,service level agreement,SLA,1
synonym,man in the middle,MITM,1
sibling,ASAP,FOQA,1
synonym,multi threat detection system,MTDS,1
synonym,single european sky atm research,SESAR,1
synonym,loitering munition capability demonstration,LMCD,1
synonym,portable ground control station,PGCS,1
sibling,HYWINGS,FLIR,1
synonym,of personnel management,OPM,1
ancestor,GCHQ,intelligence agencies,1
ancestor,pricier models,dji spark,1
synonym,american mobile satellite corporation,AMSC,1
ancestor,crime scenes,fatal accidents,1
synonym,columbia river basalt group,CRBG,1
sibling,target tracking,gps denied,1
synonym,special air traffic rules,SATR,1
sibling,fertilizer spraying,pesticide spraying,1
synonym,PDB,power distribution board,1
synonym,battle management system,BMS,1
synonym,very high altitude propulsion system,VHAPS,1
synonym,mixed reality,MR,1
synonym,commercial aviation safety team,CAST,1
ancestor,solving complex,load balancing,1
sibling,barricade situations,hazardous materials,1
synonym,satellite ground data terminals,SGDT,1
sibling,chess dynamics,enterprise control systems,1
synonym,physical cell identities,PCIs,1
synonym,all intra,AI,1
synonym,status report,PDF,1
synonym,autonomous undersea vehicle,AUV,1
synonym,information architecture institute,IAI,1
synonym,unmanned traffic management,UTMs,1
synonym,airborne laser scanning,ALS,1
synonym,autonomous flight rules,AFR,1
synonym,"$5,000",CAD,1
synonym,very low altitude,VLA,1
synonym,transportation security agency,TSA,1
synonym,ground wire,GW,1
sibling,package delivery,infrastructure inspection,1
sibling,rest web services,rest api,1
ancestor,dji phantom,similar setups,1
synonym,global war on terror,GWOT,1
synonym,carbon dioxide,CO2,1
sibling,higher level,domain specific,1
synonym,electronic flight bags,EFB,1
ancestor,industry leader,border states,1
synonym,oracle call interface,OCI,1
ancestor,end users,air traffic control,1
sibling,UART,SPI,1
ancestor,public universities,public entities,1
synonym,pacific northwest seismic network,PNSN,1
synonym,content security policy,CSP,1
synonym,high arctic large igneous province,HALIP,1
synonym,shuttle landing facility,SLF,1
synonym,certificate of authorization,COAs,1
sibling,law enforcement,disaster relief,1
synonym,lesser general public license,LGPL,1
synonym,general aviation turbine engine,GATE,1
synonym,convective initiation,CI,1
synonym,conflict monitoring center,CMC,1
synonym,advanced general aviation transport experiments,AGATE,1
sibling,fully autonomous,highly automated,1
synonym,micro uas aviation rulemaking committee,ARC,1
ancestor,quality control,statistical process control,1
sibling,SMS,mobile communications,1
synonym,transition edge sensors,TES,1
ancestor,small uavs,multi rotor,1
ancestor,dedicated hardware,API,1
sibling,circulation control,boundary layer,1
ancestor,ground bees,alkali bees,1
ancestor,higher priced,zerotech dobby,1
synonym,green function,GF,1
ancestor,middle tier,transaction processing monitors,1
ancestor,commercial drone operations,delivery services,1
synonym,mavic air,$800,1
ancestor,weather conditions,reduced visibility,1
synonym,microbiologically influenced corrosion,MIC,1
synonym,aerial imaging solutions,AIS,1
synonym,northeast uas airspace integration research alliance,NUAIR,1
synonym,SDLC,software development life cycle,1
synonym,natural language processing,NLP,1
sibling,cellular phones,emergency services,1
ancestor,transmission lines,critical elements,1
sibling,AOPA,AIA,1
synonym,global satellite system,GSS,1
sibling,dye penetrant,eddy current,1
synonym,service oriented modeling framework,SOMF,1
synonym,digital content next,DCN,1
sibling,fixed wing,foldable wing,1
sibling,car sharing,ride hailing,1
synonym,AC,advisory circular,1
sibling,cross site scripting,OS,1
synonym,passive electronically scanned array,PESA,1
synonym,personal eventing protocol,PEP,1
synonym,regional emergency medical services authority,REMSA,1
sibling,VME,VPX,1
sibling,web services,rest apis,1
ancestor,compelling applications,inspecting bridges,1
synonym,aircraft control station,ACS,1
synonym,technical data package,TDP,1
synonym,global positioning,GPS,1
synonym,darwin information typing architecture,DITA,1
sibling,disaster response,resource management,1
ancestor,quality attributes,backward compatibility,1
sibling,NFC,RFID,1
synonym,common remediation enumeration,CRE,1
synonym,protection circuit,PCM,1
sibling,multimedia editing,financial modeling,1
synonym,ARF,almost ready to fly,1
synonym,single board computer,SBC,1
synonym,per value unit,PVU,1
synonym,hunter killer,HK,1
synonym,requests for information,RFIs,1
synonym,reflexion model,RM,1
synonym,international airport,CVG,1
sibling,hard drives,cell phones,1
synonym,united nations foundation,UNF,1
synonym,pro javascript design patterns,PJDP,1
synonym,defense high level waste,DHLW,1
synonym,graylog extended log format,GELF,1
sibling,remote sensing,data collection,1
synonym,indoor air quality,IAQ,1
sibling,disaster relief,law enforcement,1
synonym,VFR,VR,1
synonym,uav common automatic recovery system,UCARS,1
sibling,FAA,uas operators,1
synonym,time lapse,TL,1
synonym,cambridge scientific abstracts,CSA,1
synonym,enterprise java bean,EJB,1
synonym,joint tactical air controller,JTAC,1
synonym,general atomics,GA,1
ancestor,great features,durable frame,1
sibling,counter drone,counter uas,1
sibling,fatal accidents,hazardous materials,1
ancestor,unmanned aircraft systems,ground control stations,1
synonym,predator research integrated network combat environment,PRINCE,1
sibling,EAI,SOA,1
synonym,telescope bernard lyot,TBL,1
synonym,varroa sensitive hygiene,VSH,1
ancestor,multiple browsers,IE,1
synonym,multi agent systems,MAS,1
synonym,independent computing architecture,ICA,1
synonym,streaming servers,CDN,1
synonym,absolute scalar magnetometer,ASM,1
sibling,nuget packages,kre runtime,1
synonym,leading edge extension,LEX,1
ancestor,intelligent flight,autonomous waypoint navigation,1
synonym,community emergency response teams,CERTs,1
synonym,flex management architecture,FMA,1
sibling,mafic minerals,fe ti,1
ancestor,consumers behave,crypto currencies,1
sibling,SQL,XPath,1
ancestor,text messages,SMS,1
sibling,4k camera,GPS,1
sibling,instant messaging,mobile communications,1
sibling,design patterns,software architecture documentation,1
synonym,joint capability technology demonstration,JCTD,1
synonym,washington pre college,WPC,1
ancestor,CAP,emergency services,1
synonym,field joint protection system,FJPS,1
synonym,XML,RSS,1
synonym,supercritical helium,SHe,1
synonym,internal evaluation program,IEP,1
sibling,particle swarm optimization,artificial bee colony,1
synonym,vehicle control station,VCS,1
sibling,RFID,optical sensor,1
ancestor,asia pacific region,unmanned aerial vehicle,1
synonym,aviation weather products,ASAP,1
synonym,COTS,consumer off the shelf,1
synonym,customer information control system,CICS,1
synonym,safety program,PSP,1
synonym,certificate of airworthiness,COA,1
synonym,line operational safety audit,LOSA,1
ancestor,government agencies,NASA,1
sibling,drone pilots,racing league,1
ancestor,aircraft safety improvement,accident analysis,1
sibling,ISR,EW,1
synonym,universal serial bus,USB,1
synonym,battery eliminator circuit,BEC,1
synonym,UTM,unmanned traffic management,1
synonym,saudi geological survey,SGS,1
synonym,ethyl tertiary butyl ether,ETBE,1
sibling,fault tolerance,backward compatibility,1
sibling,burst mode,auto exposure,1
synonym,swabia creek igneous suite,SCIS,1
sibling,business development,strategic partnership,1
synonym,power distribution unit,PDU,1
synonym,model aircraft,small uas,1
sibling,dji phantom,udi u818a,1
sibling,crystal clear photos,smooth videos,1
sibling,delivering packages,monitoring crops,1
ancestor,performance characteristics,engine type,1
sibling,first person view,line of sight,1
synonym,no fluff just stuff,NFJS,1
synonym,los alamos sferic array,LASA,1
synonym,mahalanobis national crop forecast centre,MNCFC,1
sibling,aerial photo,video production,1
synonym,wide area networks,WANs,1
synonym,technology center,RTC,1
synonym,doppler velocity log,DVL,1
ancestor,commercial operations,precision agriculture,1
synonym,continental united states,OCONUS,1
synonym,flight level,FL,1
ancestor,auxiliary equipment,landing gear,1
synonym,aerial exploitation battalions,AEB,1
synonym,european emergency number association,EENA,1
synonym,puget sound,washington state,1
synonym,temporary flight restrictions,TFR,1
ancestor,single threaded application,PHP,1
synonym,remote pilot vehicles,RPVs,1
sibling,damp heat,thermal cycling,1
ancestor,emerging threats,uas operations,1
sibling,civil engineers,land surveyors,1
synonym,international code council,ICC,1
sibling,udi u818a,3dr solo,1
synonym,structured financial messaging system,SFMS,1
synonym,AA108,$109,1
synonym,presidential communications office,PCO,1
sibling,gesture control,facial recognition,1
synonym,orbiter project office,OPO,1
synonym,seiland igneous province,northern norway,1
synonym,online trust alliance,OTA,1
synonym,lightning advisory panel,LAP,1
sibling,optical tracking,gesture recognition,1
synonym,eclipse public license,EPL,1
synonym,scaneagle unmanned aerial vehicle,UAV,1
synonym,data universal numbering system,DUNS,1
synonym,airline transport pilot,ATP,1
synonym,initial operational capability,IOC,1
ancestor,UTM,LAANC,1
synonym,floating body effect,FBE,1
synonym,international ces,consumer electronics show,1
synonym,unmanned aerial vehicle systems association,UAVSA,1
synonym,investment company institute,ICI,1
ancestor,external forces,air pressure,1
synonym,device drivers,FODDs,1
synonym,water science center,WSC,1
synonym,pole aerial photography,PAP,1
synonym,institutional report form,IRF,1
synonym,FS,frame sync,1
sibling,PDF,EPUB,1
sibling,morne patates,plat pays,1
synonym,robotic process automation,RPA,1
synonym,collaborative aviation weather statement,CAWS,1
synonym,advertisement advertisement free,GPL,1
synonym,resource management,CRM,1
sibling,VGA,SVGA,1
synonym,high intensity radiated field,HIRF,1
synonym,object oriented technology,OOT,1
synonym,HOTAS,hands on throttle and stick,1
sibling,control stations,data links,1
synonym,rare earth elements,REE,1
synonym,feasibility study director,FSD,1
synonym,citrix xenapp server,citrix receiver,1
sibling,augmented reality,laser scanners,1
synonym,requirements engineering,RE,1
synonym,construcciones aeronauticas sa,CASA,1
synonym,federal aeronautics administration,FAA,1
synonym,customer interaction centre,CIC0,1
synonym,transportation research board,TRB,1
synonym,finnish geodetic institute,FGI,1
sibling,ASL,BSD,1
synonym,airborne collision avoidance system,ACAS,1
synonym,deployment package,DP,1
sibling,web based,service oriented architectures,1
synonym,volatile organic compounds,VOC,1
synonym,dod architecture framework,DoDAF,1
synonym,random access,RA,1
synonym,development environments,dev boards,1
synonym,photosynthetically active radiation,PAR,1
ancestor,iot devices,autonomous vehicles,1
ancestor,moving platforms,small unmanned aircraft,1
ancestor,critical infrastructure,oil and gas pipelines,1
synonym,san francisco unified school district,SFUSD,1
sibling,flight skills,UAS,1
synonym,kustaanheimo stiefel,KS,1
sibling,SMS,MMS,1
sibling,flight autonomy,contextual awareness,1
synonym,curve cable cam,CCC,1
synonym,canadian aviation regulatory advisory council,CARAC,1
sibling,return to home,waypoint mapping,1
ancestor,APM,data management,1
synonym,flame atomic absorption spectroscopy,FAAS,1
synonym,internet of vehicles,IoV,1
synonym,northern mariana islands,MP,1
synonym,communication protocol,MAVLink,1
synonym,wireless mesh networks,WMN,1
synonym,solution architecture,SA,1
synonym,national security strategy,NSS,1
synonym,defense advanced projects agency,DARPA,1
synonym,environmentally friendly drilling,EFD,1
synonym,GUI,graphical user interface,1
synonym,low altitude deep penetration,LADP,1
synonym,token ring,ring topology,1
sibling,sense and avoid,gesture recognition,1
ancestor,great features,headless mode,1
synonym,intra cloud,IC,1
synonym,laser induced breakdown spectroscopy,LIBS,1
synonym,remotely piloted aircraft,RPAS,1
synonym,performance based regulations,PBRs,1
synonym,design structure matrix,DSM,1
synonym,farm service agency,FSA,1
synonym,high performance payload,HPP,1
synonym,continuous deployment,CD,1
ancestor,land surveys,data gathering,1
sibling,emergency procedures,airspace classification,1
synonym,total alkalinity,TA,1
